RequestsNumber,Time
60,28804.221630096436
60,28893.365383148193
60,9521.96216583252
60,9509.485006332397
60,28771.646976470947
60,9614.627599716187
60,9535.77709197998
60,48005.07926940918
60,28816.58673286438
60,48257.73811340332
