RequestsNumber,Time
100,73658.28251838684
100,16080.250024795532
100,54360.18109321594
100,54481.69469833374
100,54383.2790851593
100,35095.42369842529
100,35119.943618774414
100,73594.98906135559
100,73844.0420627594
100,74182.31511116028
