RequestsNumber,Time
80,70539.21914100647
80,51208.44841003418
80,31951.98130607605
80,39322.149991989136
80,32056.042909622192
80,12708.503484725952
80,32061.639308929443
80,51206.225872039795
80,51225.18754005432
80,12803.344249725342
