RequestsNumber,Time
70,30449.429988861084
70,11147.563934326172
70,30373.873472213745
70,30490.327835083008
70,30465.39330482483
70,68983.15048217773
70,11129.13703918457
70,68811.21611595154
70,49775.14028549194
70,49610.68081855774
