RequestsNumber,Time
20,3181.0874938964844
20,3193.580150604248
20,3369.3716526031494
20,22380.691528320312
20,22553.06339263916
20,3371.3114261627197
20,41607.18822479248
20,3371.975898742676
20,3335.3989124298096
20,3318.408966064453
