RequestsNumber,Time
90,9263.033390045166
90,9548.58136177063
90,9586.002349853516
90,9697.26014137268
90,9850.746631622314
90,9582.227945327759
90,9710.927486419678
90,9637.285470962524
90,9773.321151733398
90,10018.531560897827
