RequestsNumber,Time
100,11082.611083984375
100,10898.574113845825
100,10821.016073226929
100,10791.228532791138
100,10920.863151550293
100,10904.70838546753
100,10885.596990585327
100,11043.17855834961
100,10779.666662216187
100,10928.244590759277
