RequestsNumber,Time
20,2006.8154335021973
20,1996.6557025909424
20,1969.0687656402588
20,1960.1757526397705
20,2034.2249870300293
20,2010.9779834747314
20,1978.5661697387695
20,2002.5866031646729
20,2056.309700012207
20,1992.4376010894775
