RequestsNumber,Time
10,1131.0954093933105
10,1027.1613597869873
10,1116.980791091919
10,1058.793544769287
10,1002.967357635498
10,1018.8496112823486
10,1000.5922317504883
10,1034.308671951294
10,1026.409387588501
10,1033.0407619476318
