RequestsNumber,Time
50,5326.091051101685
50,5104.8424243927
50,5260.563611984253
50,5024.198532104492
50,5429.844379425049
50,4963.7463092803955
50,5247.848272323608
50,5044.522762298584
50,5069.599866867065
50,5186.0339641571045
