RequestsNumber,Time
40,3997.407913208008
40,3965.0936126708984
40,4120.511770248413
40,3994.5247173309326
40,3968.6098098754883
40,4108.173847198486
40,4354.647636413574
40,4603.360176086426
40,4853.203058242798
40,4653.017044067383
