RequestsNumber,Time
80,8420.989513397217
80,8597.332954406738
80,8785.486698150635
80,8611.393928527832
80,8467.53454208374
80,8458.637475967407
80,8210.61635017395
80,8416.139602661133
80,8296.400785446167
80,8746.5181350708
